id,scan_id,dimension,score,grade,record_types_evaluated,record_types_list
23043,4609,completeness,46.666668,degraded,7,{}
23044,4609,source_credibility,95,excellent,4,{}
23045,4609,ttl_relevance,42.857143,degraded,7,{}
23046,4610,currentness,100,excellent,7,{}
23047,4610,ttl_compliance,100,excellent,7,{}
23048,4610,completeness,46.666668,degraded,7,{}
23049,4610,source_credibility,95,excellent,4,{}
23050,4610,ttl_relevance,42.857143,degraded,7,{}
23051,4611,currentness,100,excellent,7,{}
23052,4611,ttl_compliance,100,excellent,7,{}
23053,4611,completeness,46.666668,degraded,7,{}
23054,4611,source_credibility,95,excellent,4,{}
23055,4611,ttl_relevance,42.857143,degraded,7,{}
23056,4612,currentness,100,excellent,4,{}
23057,4612,ttl_compliance,100,excellent,4,{}
23058,4612,completeness,26.666666,degraded,4,{}
23059,4612,source_credibility,100,excellent,4,{}
23060,4612,ttl_relevance,37.5,degraded,4,{}
23061,4613,currentness,100,excellent,5,{}
23062,4613,ttl_compliance,100,excellent,5,{}
23063,4613,completeness,33.333332,degraded,5,{}
23064,4613,source_credibility,100,excellent,4,{}
23065,4613,ttl_relevance,40,degraded,5,{}
23066,4614,currentness,100,excellent,5,{}
23067,4614,ttl_compliance,100,excellent,5,{}
23068,4614,completeness,33.333332,degraded,5,{}
23069,4614,source_credibility,100,excellent,4,{}
23070,4614,ttl_relevance,40,degraded,5,{}
23071,4615,currentness,100,excellent,5,{}
23072,4615,ttl_compliance,100,excellent,5,{}
23073,4615,completeness,33.333332,degraded,5,{}
23074,4615,source_credibility,100,excellent,4,{}
23075,4615,ttl_relevance,40,degraded,5,{}
23076,4616,currentness,100,excellent,5,{}
23077,4616,ttl_compliance,100,excellent,5,{}
23078,4616,completeness,33.333332,degraded,5,{}
23079,4616,source_credibility,100,excellent,4,{}
23080,4616,ttl_relevance,40,degraded,5,{}
23081,4617,currentness,100,excellent,5,{}
23082,4617,ttl_compliance,100,excellent,5,{}
23083,4617,completeness,33.333332,degraded,5,{}
23084,4617,source_credibility,100,excellent,4,{}
23085,4617,ttl_relevance,40,degraded,5,{}
23086,4618,currentness,100,excellent,5,{}
23087,4618,ttl_compliance,100,excellent,5,{}
23088,4618,completeness,33.333332,degraded,5,{}
23089,4618,source_credibility,100,excellent,4,{}
23090,4618,ttl_relevance,40,degraded,5,{}
23091,4619,currentness,100,excellent,3,{}
23092,4619,ttl_compliance,100,excellent,3,{}
23093,4619,completeness,20,stale,3,{}
23094,4619,source_credibility,100,excellent,4,{}
23095,4619,ttl_relevance,83.333336,good,3,{}
23096,4620,currentness,100,excellent,3,{}
23097,4620,ttl_compliance,100,excellent,3,{}
23098,4620,completeness,20,stale,3,{}
23099,4620,source_credibility,100,excellent,4,{}
23100,4620,ttl_relevance,66.666664,adequate,3,{}
23101,4621,currentness,100,excellent,3,{}
23102,4621,ttl_compliance,100,excellent,3,{}
23103,4621,completeness,20,stale,3,{}
23104,4621,source_credibility,100,excellent,4,{}
23105,4621,ttl_relevance,66.666664,adequate,3,{}
23106,4622,currentness,100,excellent,3,{}
23107,4622,ttl_compliance,100,excellent,3,{}
23108,4622,completeness,20,stale,3,{}
23109,4622,source_credibility,100,excellent,4,{}
23110,4622,ttl_relevance,66.666664,adequate,3,{}
23111,4623,currentness,100,excellent,5,{}
23112,4623,ttl_compliance,100,excellent,5,{}
23113,4623,completeness,33.333332,degraded,5,{}
23114,4623,source_credibility,100,excellent,4,{}
23115,4623,ttl_relevance,40,degraded,5,{}
23116,4624,currentness,100,excellent,5,{}
23117,4624,ttl_compliance,100,excellent,5,{}
23118,4624,completeness,33.333332,degraded,5,{}
23119,4624,source_credibility,100,excellent,4,{}
23120,4624,ttl_relevance,40,degraded,5,{}
23121,4625,currentness,100,excellent,7,{}
23122,4625,ttl_compliance,100,excellent,6,{}
23123,4625,completeness,46.666668,degraded,7,{}
23124,4625,source_credibility,90,excellent,4,{}
23125,4625,ttl_relevance,64.28571,adequate,7,{}
23126,4626,currentness,100,excellent,7,{}
23127,4626,ttl_compliance,100,excellent,6,{}
23128,4626,completeness,46.666668,degraded,7,{}
23129,4626,source_credibility,90,excellent,4,{}
23130,4626,ttl_relevance,64.28571,adequate,7,{}
23131,4627,currentness,100,excellent,6,{}
23132,4627,ttl_compliance,100,excellent,6,{}
23133,4627,completeness,40,degraded,6,{}
23134,4627,source_credibility,100,excellent,4,{}
23135,4627,ttl_relevance,0,stale,6,{}
23136,4628,currentness,100,excellent,7,{}
23137,4628,ttl_compliance,100,excellent,7,{}
23138,4628,completeness,46.666668,degraded,7,{}
23139,4628,source_credibility,90,excellent,4,{}
23140,4628,ttl_relevance,7.142857,stale,7,{}
23141,4629,currentness,100,excellent,7,{}
23142,4629,ttl_compliance,100,excellent,7,{}
23143,4629,completeness,46.666668,degraded,7,{}
23144,4629,source_credibility,100,excellent,4,{}
23145,4629,ttl_relevance,85.71429,good,7,{}
23146,4630,currentness,100,excellent,6,{}
23147,4630,ttl_compliance,100,excellent,6,{}
23148,4630,completeness,40,degraded,6,{}
23149,4630,source_credibility,100,excellent,4,{}
23150,4630,ttl_relevance,25,degraded,6,{}
23151,4631,currentness,100,excellent,6,{}
23152,4631,ttl_compliance,100,excellent,6,{}
23153,4631,completeness,40,degraded,6,{}
23154,4631,source_credibility,100,excellent,4,{}
23155,4631,ttl_relevance,0,stale,6,{}
23156,4632,currentness,100,excellent,3,{}
23157,4632,ttl_compliance,100,excellent,3,{}
23158,4632,completeness,20,stale,3,{}
23159,4632,source_credibility,100,excellent,4,{}
23160,4632,ttl_relevance,66.666664,adequate,3,{}
23161,4633,currentness,100,excellent,7,{}
23162,4633,ttl_compliance,100,excellent,6,{}
23163,4633,completeness,46.666668,degraded,7,{}
23164,4633,source_credibility,87.5,good,4,{}
23165,4633,ttl_relevance,64.28571,adequate,7,{}
23166,4634,currentness,100,excellent,7,{}
23167,4634,ttl_compliance,100,excellent,7,{}
23168,4634,completeness,46.666668,degraded,7,{}
23169,4634,source_credibility,87.5,good,4,{}
23170,4634,ttl_relevance,7.142857,stale,7,{}
23171,4635,currentness,100,excellent,7,{}
23172,4635,ttl_compliance,100,excellent,7,{}
23173,4635,completeness,46.666668,degraded,7,{}
23174,4635,source_credibility,100,excellent,4,{}
23175,4635,ttl_relevance,85.71429,good,7,{}
23176,4636,currentness,100,excellent,6,{}
23177,4636,ttl_compliance,100,excellent,6,{}
23178,4636,completeness,40,degraded,6,{}
23179,4636,source_credibility,100,excellent,4,{}
23180,4636,ttl_relevance,16.666666,stale,6,{}
23181,4637,currentness,100,excellent,5,{}
23182,4637,ttl_compliance,100,excellent,5,{}
23183,4637,completeness,33.333332,degraded,5,{}
23184,4637,source_credibility,100,excellent,4,{}
23185,4637,ttl_relevance,40,degraded,5,{}
23186,4638,currentness,100,excellent,6,{}
23187,4638,ttl_compliance,100,excellent,6,{}
23188,4638,completeness,40,degraded,6,{}
23189,4638,source_credibility,100,excellent,4,{}
23190,4638,ttl_relevance,25,degraded,6,{}
23191,4639,currentness,100,excellent,7,{}
23192,4639,ttl_compliance,100,excellent,7,{}
23193,4640,currentness,100,excellent,7,{}
23194,4639,completeness,46.666668,degraded,7,{}
23195,4640,ttl_compliance,100,excellent,6,{}
23196,4639,source_credibility,87.5,good,4,{}
23197,4640,completeness,46.666668,degraded,7,{}
23198,4639,ttl_relevance,7.142857,stale,7,{}
23199,4640,source_credibility,87.5,good,4,{}
23200,4640,ttl_relevance,64.28571,adequate,7,{}
23206,4642,currentness,100,excellent,5,{}
23207,4642,ttl_compliance,100,excellent,5,{}
23208,4642,completeness,33.333332,degraded,5,{}
23209,4642,source_credibility,100,excellent,4,{}
23210,4642,ttl_relevance,40,degraded,5,{}
23236,4648,currentness,100,excellent,3,{}
23237,4648,ttl_compliance,100,excellent,3,{}
23238,4648,completeness,20,stale,3,{}
23239,4648,source_credibility,100,excellent,4,{}
23240,4648,ttl_relevance,33.333332,degraded,3,{}
23266,4654,currentness,100,excellent,3,{}
23267,4654,ttl_compliance,100,excellent,3,{}
23268,4654,completeness,20,stale,3,{}
23269,4654,source_credibility,100,excellent,4,{}
23270,4654,ttl_relevance,83.333336,good,3,{}
23311,4663,currentness,100,excellent,8,{}
23312,4663,ttl_compliance,50,adequate,0,{}
23313,4663,completeness,46.666668,degraded,7,{}
23314,4663,source_credibility,100,excellent,4,{}
23315,4663,ttl_relevance,75,good,8,{}
23321,4665,currentness,100,excellent,5,{}
23322,4665,ttl_compliance,100,excellent,5,{}
23323,4665,completeness,33.333332,degraded,5,{}
23324,4665,source_credibility,100,excellent,4,{}
23325,4665,ttl_relevance,10,stale,5,{}
23941,4789,currentness,100,excellent,5,{}
23942,4789,ttl_compliance,100,excellent,5,{}
23943,4789,completeness,33.333332,degraded,5,{}
23944,4789,source_credibility,93.75,excellent,4,{}
23945,4789,ttl_relevance,0,stale,5,{}
23946,4790,currentness,100,excellent,2,{}
23947,4790,ttl_compliance,100,excellent,2,{}
23948,4790,completeness,13.333333,stale,2,{}
23949,4790,source_credibility,93.75,excellent,4,{}
23950,4790,ttl_relevance,50,adequate,2,{}
23961,4793,currentness,100,excellent,5,{}
23962,4793,ttl_compliance,100,excellent,5,{}
23963,4793,completeness,33.333332,degraded,5,{}
23964,4793,source_credibility,93.75,excellent,4,{}
23965,4793,ttl_relevance,0,stale,5,{}
23971,4795,currentness,100,excellent,5,{}
23972,4795,ttl_compliance,50,adequate,0,{}
23973,4795,completeness,33.333332,degraded,5,{}
23974,4795,source_credibility,100,excellent,4,{}
23975,4795,ttl_relevance,80,good,5,{}
23981,4797,currentness,100,excellent,7,{}
23982,4797,ttl_compliance,100,excellent,6,{}
23983,4797,completeness,46.666668,degraded,7,{}
23984,4797,source_credibility,100,excellent,4,{}
23985,4797,ttl_relevance,64.28571,adequate,7,{}
23986,4798,currentness,100,excellent,5,{}
23987,4798,ttl_compliance,100,excellent,4,{}
23988,4798,completeness,33.333332,degraded,5,{}
23989,4798,source_credibility,100,excellent,4,{}
23990,4798,ttl_relevance,60,adequate,5,{}
23996,4800,currentness,100,excellent,2,{}
23997,4800,ttl_compliance,100,excellent,2,{}
23998,4800,completeness,13.333333,stale,2,{}
23999,4800,source_credibility,100,excellent,4,{}
24000,4800,ttl_relevance,50,adequate,2,{}
24006,4802,currentness,100,excellent,5,{}
24007,4802,ttl_compliance,100,excellent,4,{}
24008,4802,completeness,33.333332,degraded,5,{}
24009,4802,source_credibility,100,excellent,4,{}
24010,4802,ttl_relevance,60,adequate,5,{}
24191,4839,currentness,100,excellent,5,{}
24192,4839,ttl_compliance,100,excellent,5,{}
24193,4839,completeness,33.333332,degraded,5,{}
24194,4839,source_credibility,100,excellent,4,{}
24195,4839,ttl_relevance,80,good,5,{}
24196,4840,currentness,100,excellent,5,{}
24197,4840,ttl_compliance,100,excellent,5,{}
24198,4840,completeness,33.333332,degraded,5,{}
24199,4840,source_credibility,100,excellent,4,{}
24200,4840,ttl_relevance,80,good,5,{}
24331,4867,currentness,100,excellent,2,{}
24332,4867,ttl_compliance,100,excellent,2,{}
24333,4867,completeness,13.333333,stale,2,{}
24334,4867,source_credibility,95,excellent,4,{}
24335,4867,ttl_relevance,50,adequate,2,{}
24336,4868,currentness,100,excellent,6,{}
24337,4868,ttl_compliance,100,excellent,6,{}
24338,4868,completeness,40,degraded,6,{}
24339,4868,source_credibility,100,excellent,4,{}
24340,4868,ttl_relevance,25,degraded,6,{}
24486,4898,currentness,100,excellent,5,{}
24487,4898,ttl_compliance,100,excellent,5,{}
24488,4898,completeness,33.333332,degraded,5,{}
24489,4898,source_credibility,100,excellent,4,{}
24490,4898,ttl_relevance,10,stale,5,{}
24501,4901,currentness,100,excellent,5,{}
24502,4901,ttl_compliance,100,excellent,5,{}
24503,4901,completeness,33.333332,degraded,5,{}
24504,4901,source_credibility,93.75,excellent,4,{}
24505,4901,ttl_relevance,20,stale,5,{}
24611,4923,currentness,100,excellent,6,{}
24612,4923,ttl_compliance,100,excellent,6,{}
24613,4923,completeness,40,degraded,6,{}
24614,4923,source_credibility,100,excellent,4,{}
24615,4923,ttl_relevance,83.333336,good,6,{}
24616,4924,currentness,100,excellent,6,{}
24617,4924,ttl_compliance,100,excellent,6,{}
24618,4924,completeness,40,degraded,6,{}
24619,4924,source_credibility,100,excellent,4,{}
24620,4924,ttl_relevance,83.333336,good,6,{}
24756,4952,currentness,100,excellent,6,{}
24757,4952,ttl_compliance,100,excellent,6,{}
24758,4952,completeness,40,degraded,6,{}
24759,4952,source_credibility,100,excellent,4,{}
23201,4641,currentness,100,excellent,5,{}
23202,4641,ttl_compliance,100,excellent,5,{}
23203,4641,completeness,33.333332,degraded,5,{}
23204,4641,source_credibility,100,excellent,4,{}
23205,4641,ttl_relevance,60,adequate,5,{}
23211,4643,currentness,100,excellent,5,{}
23212,4643,ttl_compliance,100,excellent,5,{}
23213,4643,completeness,33.333332,degraded,5,{}
23214,4643,source_credibility,100,excellent,4,{}
23215,4643,ttl_relevance,40,degraded,5,{}
23216,4644,currentness,100,excellent,5,{}
23217,4644,ttl_compliance,100,excellent,5,{}
23218,4644,completeness,33.333332,degraded,5,{}
23219,4644,source_credibility,100,excellent,4,{}
23220,4644,ttl_relevance,40,degraded,5,{}
23221,4645,currentness,100,excellent,7,{}
23222,4645,ttl_compliance,100,excellent,7,{}
23223,4645,completeness,46.666668,degraded,7,{}
23224,4645,source_credibility,93.75,excellent,4,{}
23225,4645,ttl_relevance,42.857143,degraded,7,{}
23226,4646,currentness,100,excellent,5,{}
23227,4646,ttl_compliance,100,excellent,5,{}
23228,4646,completeness,33.333332,degraded,5,{}
23229,4646,source_credibility,100,excellent,4,{}
23230,4646,ttl_relevance,50,adequate,5,{}
23231,4647,currentness,100,excellent,7,{}
23232,4647,ttl_compliance,100,excellent,6,{}
23233,4647,completeness,46.666668,degraded,7,{}
23234,4647,source_credibility,87.5,good,4,{}
23235,4647,ttl_relevance,64.28571,adequate,7,{}
23241,4649,currentness,100,excellent,3,{}
23242,4649,ttl_compliance,100,excellent,3,{}
23243,4649,completeness,20,stale,3,{}
23244,4649,source_credibility,100,excellent,4,{}
23245,4649,ttl_relevance,33.333332,degraded,3,{}
23246,4650,currentness,100,excellent,5,{}
23247,4650,ttl_compliance,100,excellent,5,{}
23248,4650,completeness,33.333332,degraded,5,{}
23249,4650,source_credibility,100,excellent,4,{}
23250,4650,ttl_relevance,60,adequate,5,{}
23251,4651,currentness,100,excellent,5,{}
23252,4651,ttl_compliance,100,excellent,5,{}
23253,4651,completeness,33.333332,degraded,5,{}
23254,4651,source_credibility,100,excellent,4,{}
23255,4651,ttl_relevance,60,adequate,5,{}
23256,4652,currentness,100,excellent,3,{}
23257,4652,ttl_compliance,100,excellent,3,{}
23258,4652,completeness,20,stale,3,{}
23259,4652,source_credibility,100,excellent,4,{}
23260,4652,ttl_relevance,66.666664,adequate,3,{}
23261,4653,currentness,100,excellent,7,{}
23262,4653,ttl_compliance,100,excellent,7,{}
23263,4653,completeness,46.666668,degraded,7,{}
23264,4653,source_credibility,93.75,excellent,4,{}
23265,4653,ttl_relevance,35.714287,degraded,7,{}
23271,4655,currentness,100,excellent,3,{}
23272,4655,ttl_compliance,100,excellent,3,{}
23273,4655,completeness,20,stale,3,{}
23274,4655,source_credibility,100,excellent,4,{}
23275,4655,ttl_relevance,66.666664,adequate,3,{}
23276,4656,currentness,100,excellent,5,{}
23277,4656,ttl_compliance,100,excellent,5,{}
23278,4656,completeness,33.333332,degraded,5,{}
23279,4656,source_credibility,95,excellent,4,{}
23280,4656,ttl_relevance,10,stale,5,{}
23281,4657,currentness,100,excellent,2,{}
23282,4657,ttl_compliance,100,excellent,2,{}
23283,4657,completeness,13.333333,stale,2,{}
23284,4657,source_credibility,100,excellent,4,{}
23285,4657,ttl_relevance,50,adequate,2,{}
23286,4658,currentness,100,excellent,5,{}
23287,4658,ttl_compliance,100,excellent,5,{}
23288,4658,completeness,33.333332,degraded,5,{}
23289,4658,source_credibility,100,excellent,4,{}
23290,4658,ttl_relevance,80,good,5,{}
23291,4659,currentness,100,excellent,5,{}
23292,4659,ttl_compliance,100,excellent,5,{}
23293,4659,completeness,33.333332,degraded,5,{}
23294,4659,source_credibility,100,excellent,4,{}
23295,4659,ttl_relevance,80,good,5,{}
23296,4660,currentness,100,excellent,5,{}
23297,4660,ttl_compliance,100,excellent,5,{}
23298,4660,completeness,33.333332,degraded,5,{}
23299,4660,source_credibility,93.75,excellent,4,{}
23300,4660,ttl_relevance,10,stale,5,{}
23301,4661,currentness,100,excellent,8,{}
23302,4661,ttl_compliance,50,adequate,0,{}
23303,4661,completeness,46.666668,degraded,7,{}
23304,4661,source_credibility,93.75,excellent,4,{}
23305,4661,ttl_relevance,75,good,8,{}
23306,4662,currentness,100,excellent,5,{}
23307,4662,ttl_compliance,100,excellent,5,{}
23308,4662,completeness,33.333332,degraded,5,{}
23309,4662,source_credibility,100,excellent,4,{}
23310,4662,ttl_relevance,50,adequate,5,{}
23316,4664,currentness,100,excellent,6,{}
23317,4664,ttl_compliance,100,excellent,6,{}
23318,4664,completeness,40,degraded,6,{}
23319,4664,source_credibility,100,excellent,4,{}
23320,4664,ttl_relevance,25,degraded,6,{}
23326,4666,currentness,100,excellent,5,{}
23327,4666,ttl_compliance,100,excellent,5,{}
23328,4666,completeness,33.333332,degraded,5,{}
23329,4666,source_credibility,100,excellent,4,{}
23330,4666,ttl_relevance,50,adequate,5,{}
23331,4667,currentness,100,excellent,5,{}
23332,4667,ttl_compliance,100,excellent,5,{}
23333,4667,completeness,33.333332,degraded,5,{}
23334,4667,source_credibility,100,excellent,4,{}
23335,4667,ttl_relevance,10,stale,5,{}
23336,4668,currentness,100,excellent,5,{}
23337,4668,ttl_compliance,100,excellent,5,{}
23338,4668,completeness,33.333332,degraded,5,{}
23339,4668,source_credibility,100,excellent,4,{}
23340,4668,ttl_relevance,10,stale,5,{}
23341,4669,currentness,100,excellent,6,{}
23342,4669,ttl_compliance,100,excellent,6,{}
23343,4669,completeness,40,degraded,6,{}
23344,4669,source_credibility,100,excellent,4,{}
23345,4669,ttl_relevance,25,degraded,6,{}
23346,4670,currentness,100,excellent,5,{}
23347,4670,ttl_compliance,100,excellent,5,{}
23348,4670,completeness,33.333332,degraded,5,{}
23349,4670,source_credibility,100,excellent,4,{}
23350,4670,ttl_relevance,70,adequate,5,{}
23351,4671,currentness,100,excellent,5,{}
23352,4671,ttl_compliance,100,excellent,5,{}
23353,4671,completeness,33.333332,degraded,5,{}
23354,4671,source_credibility,100,excellent,4,{}
23355,4671,ttl_relevance,10,stale,5,{}
23356,4672,currentness,100,excellent,5,{}
23357,4672,ttl_compliance,100,excellent,5,{}
23358,4672,completeness,33.333332,degraded,5,{}
23359,4672,source_credibility,100,excellent,4,{}
23360,4672,ttl_relevance,30,degraded,5,{}
23361,4673,currentness,100,excellent,5,{}
23362,4673,ttl_compliance,100,excellent,5,{}
23363,4673,completeness,33.333332,degraded,5,{}
23364,4673,source_credibility,100,excellent,4,{}
23365,4673,ttl_relevance,20,stale,5,{}
23366,4674,currentness,100,excellent,6,{}
23367,4674,ttl_compliance,100,excellent,6,{}
23368,4674,completeness,40,degraded,6,{}
23369,4674,source_credibility,100,excellent,4,{}
23370,4674,ttl_relevance,25,degraded,6,{}
23371,4675,currentness,100,excellent,5,{}
23372,4675,ttl_compliance,100,excellent,5,{}
23373,4675,completeness,33.333332,degraded,5,{}
23374,4675,source_credibility,100,excellent,4,{}
23375,4675,ttl_relevance,70,adequate,5,{}
23376,4676,currentness,100,excellent,6,{}
23377,4676,ttl_compliance,80,good,5,{}
23378,4676,completeness,40,degraded,6,{}
23379,4676,source_credibility,90,excellent,4,{}
23380,4676,ttl_relevance,16.666666,stale,6,{}
23381,4677,currentness,100,excellent,7,{}
23382,4677,ttl_compliance,100,excellent,6,{}
23383,4677,completeness,46.666668,degraded,7,{}
23384,4677,source_credibility,90,excellent,4,{}
23385,4677,ttl_relevance,78.57143,good,7,{}
23386,4678,currentness,100,excellent,7,{}
23387,4678,ttl_compliance,100,excellent,6,{}
23388,4678,completeness,46.666668,degraded,7,{}
23389,4678,source_credibility,93.75,excellent,4,{}
23390,4678,ttl_relevance,35.714287,degraded,7,{}
23391,4679,currentness,100,excellent,6,{}
23392,4679,ttl_compliance,80,good,5,{}
23393,4679,completeness,40,degraded,6,{}
23394,4679,source_credibility,87.5,good,4,{}
23395,4679,ttl_relevance,50,adequate,6,{}
23396,4680,currentness,100,excellent,6,{}
23397,4680,ttl_compliance,80,good,5,{}
23398,4680,completeness,40,degraded,6,{}
23399,4680,source_credibility,87.5,good,4,{}
23400,4680,ttl_relevance,16.666666,stale,6,{}
23401,4681,currentness,100,excellent,7,{}
23402,4681,ttl_compliance,100,excellent,6,{}
23403,4681,completeness,46.666668,degraded,7,{}
23404,4681,source_credibility,87.5,good,4,{}
23405,4681,ttl_relevance,78.57143,good,7,{}
23406,4682,currentness,100,excellent,7,{}
23407,4682,ttl_compliance,100,excellent,6,{}
23408,4682,completeness,46.666668,degraded,7,{}
23409,4682,source_credibility,93.75,excellent,4,{}
23410,4682,ttl_relevance,35.714287,degraded,7,{}
23411,4683,currentness,100,excellent,6,{}
23412,4683,ttl_compliance,80,good,5,{}
23413,4683,completeness,40,degraded,6,{}
23414,4683,source_credibility,87.5,good,4,{}
23415,4683,ttl_relevance,50,adequate,6,{}
23416,4684,currentness,100,excellent,6,{}
23417,4684,ttl_compliance,80,good,5,{}
23418,4684,completeness,40,degraded,6,{}
23419,4684,source_credibility,87.5,good,4,{}
23420,4684,ttl_relevance,25,degraded,6,{}
23421,4685,currentness,100,excellent,7,{}
23422,4685,ttl_compliance,100,excellent,6,{}
23423,4685,completeness,46.666668,degraded,7,{}
23424,4685,source_credibility,90,excellent,4,{}
23425,4685,ttl_relevance,71.42857,adequate,7,{}
23426,4686,currentness,100,excellent,7,{}
23427,4686,ttl_compliance,100,excellent,6,{}
23428,4686,completeness,46.666668,degraded,7,{}
23429,4686,source_credibility,93.75,excellent,4,{}
23430,4686,ttl_relevance,21.428572,stale,7,{}
23431,4687,currentness,100,excellent,5,{}
23432,4687,ttl_compliance,100,excellent,5,{}
23433,4687,completeness,33.333332,degraded,5,{}
23434,4687,source_credibility,100,excellent,4,{}
23435,4687,ttl_relevance,40,degraded,5,{}
23436,4688,currentness,100,excellent,5,{}
23437,4688,ttl_compliance,100,excellent,5,{}
23438,4688,completeness,33.333332,degraded,5,{}
23439,4688,source_credibility,100,excellent,4,{}
23440,4688,ttl_relevance,40,degraded,5,{}
23441,4689,currentness,100,excellent,5,{}
23442,4689,ttl_compliance,100,excellent,5,{}
23443,4689,completeness,33.333332,degraded,5,{}
23444,4689,source_credibility,100,excellent,4,{}
23445,4689,ttl_relevance,0,stale,5,{}
23446,4690,currentness,100,excellent,6,{}
23447,4690,ttl_compliance,100,excellent,6,{}
23448,4690,completeness,40,degraded,6,{}
23449,4690,source_credibility,100,excellent,4,{}
23450,4690,ttl_relevance,25,degraded,6,{}
23466,4694,currentness,100,excellent,6,{}
23467,4694,ttl_compliance,100,excellent,6,{}
23468,4694,completeness,40,degraded,6,{}
23469,4694,source_credibility,100,excellent,4,{}
23470,4694,ttl_relevance,58.333332,adequate,6,{}
23991,4799,currentness,100,excellent,7,{}
23992,4799,ttl_compliance,100,excellent,7,{}
23993,4799,completeness,46.666668,degraded,7,{}
23994,4799,source_credibility,100,excellent,4,{}
23995,4799,ttl_relevance,64.28571,adequate,7,{}
24001,4801,currentness,100,excellent,5,{}
24002,4801,ttl_compliance,100,excellent,5,{}
24003,4801,completeness,33.333332,degraded,5,{}
24004,4801,source_credibility,100,excellent,4,{}
24005,4801,ttl_relevance,40,degraded,5,{}
24021,4805,currentness,100,excellent,5,{}
24022,4805,ttl_compliance,100,excellent,5,{}
24023,4805,completeness,33.333332,degraded,5,{}
24024,4805,source_credibility,100,excellent,4,{}
24025,4805,ttl_relevance,40,degraded,5,{}
24036,4808,currentness,100,excellent,5,{}
24037,4808,ttl_compliance,100,excellent,4,{}
24038,4808,completeness,33.333332,degraded,5,{}
24039,4808,source_credibility,100,excellent,4,{}
24040,4808,ttl_relevance,60,adequate,5,{}
24041,4809,currentness,100,excellent,5,{}
24042,4809,ttl_compliance,100,excellent,4,{}
24043,4809,completeness,33.333332,degraded,5,{}
24044,4809,source_credibility,93.75,excellent,4,{}
24045,4809,ttl_relevance,20,stale,5,{}
24201,4841,currentness,100,excellent,5,{}
24202,4841,ttl_compliance,100,excellent,5,{}
24203,4841,completeness,33.333332,degraded,5,{}
24204,4841,source_credibility,100,excellent,4,{}
24205,4841,ttl_relevance,80,good,5,{}
24341,4869,currentness,100,excellent,6,{}
24342,4869,ttl_compliance,100,excellent,6,{}
24343,4869,completeness,40,degraded,6,{}
24344,4869,source_credibility,100,excellent,4,{}
24345,4869,ttl_relevance,16.666666,stale,6,{}
24491,4899,currentness,100,excellent,5,{}
24492,4899,ttl_compliance,100,excellent,5,{}
24493,4899,completeness,33.333332,degraded,5,{}
24494,4899,source_credibility,100,excellent,4,{}
24495,4899,ttl_relevance,10,stale,5,{}
24621,4925,currentness,100,excellent,8,{}
24622,4925,ttl_compliance,50,adequate,0,{}
24623,4925,completeness,46.666668,degraded,7,{}
24624,4925,source_credibility,100,excellent,4,{}
24625,4925,ttl_relevance,6.25,stale,8,{}
24760,4952,ttl_relevance,25,degraded,6,{}
24761,4953,currentness,100,excellent,5,{}
24762,4953,ttl_compliance,100,excellent,5,{}
24763,4953,completeness,33.333332,degraded,5,{}
24764,4953,source_credibility,100,excellent,4,{}
24765,4953,ttl_relevance,40,degraded,5,{}
24766,4954,currentness,100,excellent,7,{}
24767,4954,ttl_compliance,100,excellent,7,{}
24768,4954,completeness,46.666668,degraded,7,{}
24769,4954,source_credibility,90,excellent,4,{}
24770,4954,ttl_relevance,7.142857,stale,7,{}
24781,4957,currentness,100,excellent,6,{}
24782,4957,ttl_compliance,100,excellent,6,{}
24783,4957,completeness,40,degraded,6,{}
24784,4957,source_credibility,100,excellent,4,{}
24785,4957,ttl_relevance,83.333336,good,6,{}
25116,5024,currentness,100,excellent,6,{}
25117,5024,ttl_compliance,100,excellent,6,{}
25118,5024,completeness,40,degraded,6,{}
25119,5024,source_credibility,100,excellent,4,{}
25120,5024,ttl_relevance,25,degraded,6,{}
25121,5025,currentness,100,excellent,6,{}
25122,5025,ttl_compliance,100,excellent,6,{}
25123,5025,completeness,40,degraded,6,{}
25124,5025,source_credibility,100,excellent,4,{}
25125,5025,ttl_relevance,41.666668,degraded,6,{}
25131,5027,currentness,100,excellent,5,{}
25132,5027,ttl_compliance,100,excellent,4,{}
25133,5027,completeness,33.333332,degraded,5,{}
25134,5027,source_credibility,100,excellent,4,{}
25135,5027,ttl_relevance,60,adequate,5,{}
25351,5071,currentness,100,excellent,3,{}
25352,5071,ttl_compliance,100,excellent,3,{}
25353,5071,completeness,20,stale,3,{}
25354,5071,source_credibility,100,excellent,4,{}
25355,5071,ttl_relevance,50,adequate,3,{}
25356,5072,currentness,100,excellent,3,{}
25357,5072,ttl_compliance,100,excellent,3,{}
25358,5072,completeness,20,stale,3,{}
25359,5072,source_credibility,100,excellent,4,{}
25360,5072,ttl_relevance,66.666664,adequate,3,{}
25451,5091,currentness,100,excellent,7,{}
25452,5091,ttl_compliance,100,excellent,7,{}
25453,5091,completeness,46.666668,degraded,7,{}
25454,5091,source_credibility,100,excellent,4,{}
25455,5091,ttl_relevance,35.714287,degraded,7,{}
25456,5092,currentness,100,excellent,7,{}
25457,5092,ttl_compliance,100,excellent,7,{}
25458,5092,completeness,46.666668,degraded,7,{}
25459,5092,source_credibility,100,excellent,4,{}
