id,scan_id,dimension,score,grade,record_types_evaluated,record_types_list
1,1,currentness,100,excellent,3,{}
2,1,ttl_compliance,100,excellent,3,{}
3,1,completeness,20,stale,3,{}
4,1,source_credibility,100,excellent,4,{}
5,1,ttl_relevance,33.333332,degraded,3,{}
6,2,currentness,100,excellent,6,{}
7,2,ttl_compliance,100,excellent,6,{}
8,2,completeness,40,degraded,6,{}
9,2,source_credibility,100,excellent,4,{}
10,2,ttl_relevance,58.333332,adequate,6,{}
11,3,currentness,100,excellent,6,{}
12,3,ttl_compliance,60,adequate,5,{}
13,3,completeness,40,degraded,6,{}
14,3,source_credibility,90,excellent,4,{}
15,3,ttl_relevance,41.666668,degraded,6,{}
16,4,currentness,100,excellent,7,{}
17,4,ttl_compliance,100,excellent,6,{}
18,4,completeness,46.666668,degraded,7,{}
19,4,source_credibility,95,excellent,4,{}
20,4,ttl_relevance,35.714287,degraded,7,{}
21,5,currentness,100,excellent,7,{}
22,5,ttl_compliance,100,excellent,6,{}
23,5,completeness,46.666668,degraded,7,{}
24,5,source_credibility,95,excellent,4,{}
25,5,ttl_relevance,50,adequate,7,{}
26,6,currentness,100,excellent,5,{}
27,6,ttl_compliance,100,excellent,5,{}
28,6,completeness,33.333332,degraded,5,{}
29,6,source_credibility,100,excellent,4,{}
30,6,ttl_relevance,50,adequate,5,{}
31,7,currentness,100,excellent,6,{}
32,7,ttl_compliance,100,excellent,6,{}
33,7,completeness,40,degraded,6,{}
34,7,source_credibility,100,excellent,4,{}
35,7,ttl_relevance,58.333332,adequate,6,{}
36,8,currentness,100,excellent,6,{}
37,8,ttl_compliance,100,excellent,6,{}
38,8,completeness,40,degraded,6,{}
39,8,source_credibility,100,excellent,4,{}
40,8,ttl_relevance,58.333332,adequate,6,{}
41,9,currentness,100,excellent,6,{}
42,9,ttl_compliance,100,excellent,6,{}
43,9,completeness,40,degraded,6,{}
44,9,source_credibility,100,excellent,4,{}
45,9,ttl_relevance,50,adequate,6,{}
46,10,currentness,100,excellent,5,{}
47,10,ttl_compliance,100,excellent,5,{}
48,10,completeness,33.333332,degraded,5,{}
49,10,source_credibility,100,excellent,4,{}
50,10,ttl_relevance,50,adequate,5,{}
51,11,currentness,100,excellent,7,{}
52,11,ttl_compliance,100,excellent,6,{}
53,11,completeness,46.666668,degraded,7,{}
54,11,source_credibility,95,excellent,4,{}
55,11,ttl_relevance,35.714287,degraded,7,{}
56,12,currentness,100,excellent,5,{}
57,12,ttl_compliance,100,excellent,5,{}
58,12,completeness,33.333332,degraded,5,{}
59,12,source_credibility,100,excellent,4,{}
60,12,ttl_relevance,60,adequate,5,{}
61,13,currentness,100,excellent,7,{}
62,13,ttl_compliance,100,excellent,6,{}
63,13,completeness,46.666668,degraded,7,{}
64,13,source_credibility,90,excellent,4,{}
65,13,ttl_relevance,28.571428,degraded,7,{}
66,14,currentness,100,excellent,5,{}
67,14,ttl_compliance,100,excellent,5,{}
68,14,completeness,33.333332,degraded,5,{}
69,14,source_credibility,100,excellent,4,{}
70,14,ttl_relevance,50,adequate,5,{}
71,15,currentness,100,excellent,5,{}
72,15,ttl_compliance,100,excellent,5,{}
73,15,completeness,33.333332,degraded,5,{}
74,15,source_credibility,100,excellent,4,{}
75,15,ttl_relevance,40,degraded,5,{}
76,16,currentness,100,excellent,6,{}
77,16,ttl_compliance,100,excellent,6,{}
78,16,completeness,40,degraded,6,{}
79,16,source_credibility,100,excellent,4,{}
80,16,ttl_relevance,58.333332,adequate,6,{}
81,17,currentness,100,excellent,5,{}
82,17,ttl_compliance,100,excellent,5,{}
83,17,completeness,33.333332,degraded,5,{}
84,17,source_credibility,100,excellent,4,{}
85,17,ttl_relevance,50,adequate,5,{}
86,18,currentness,100,excellent,7,{}
87,18,ttl_compliance,100,excellent,6,{}
88,18,completeness,46.666668,degraded,7,{}
89,18,source_credibility,95,excellent,4,{}
90,18,ttl_relevance,42.857143,degraded,7,{}
91,19,currentness,100,excellent,6,{}
92,19,ttl_compliance,100,excellent,6,{}
93,19,completeness,40,degraded,6,{}
94,19,source_credibility,100,excellent,4,{}
95,19,ttl_relevance,41.666668,degraded,6,{}
96,20,currentness,100,excellent,7,{}
97,20,ttl_compliance,100,excellent,6,{}
98,20,completeness,46.666668,degraded,7,{}
99,20,source_credibility,95,excellent,4,{}
100,20,ttl_relevance,42.857143,degraded,7,{}
101,21,currentness,100,excellent,7,{}
102,21,ttl_compliance,100,excellent,6,{}
103,21,completeness,46.666668,degraded,7,{}
104,21,source_credibility,95,excellent,4,{}
105,21,ttl_relevance,57.142857,adequate,7,{}
106,22,currentness,100,excellent,7,{}
107,22,ttl_compliance,100,excellent,6,{}
108,22,completeness,46.666668,degraded,7,{}
109,22,source_credibility,95,excellent,4,{}
236,48,currentness,100,excellent,5,{}
110,22,ttl_relevance,50,adequate,7,{}
111,23,currentness,100,excellent,7,{}
112,23,ttl_compliance,100,excellent,6,{}
113,23,completeness,46.666668,degraded,7,{}
114,23,source_credibility,95,excellent,4,{}
115,23,ttl_relevance,42.857143,degraded,7,{}
116,24,currentness,100,excellent,5,{}
117,24,ttl_compliance,100,excellent,5,{}
118,24,completeness,33.333332,degraded,5,{}
119,24,source_credibility,100,excellent,4,{}
120,24,ttl_relevance,60,adequate,5,{}
121,25,currentness,100,excellent,5,{}
122,25,ttl_compliance,100,excellent,4,{}
123,25,completeness,33.333332,degraded,5,{}
124,25,source_credibility,93.75,excellent,4,{}
125,25,ttl_relevance,50,adequate,5,{}
126,26,currentness,100,excellent,6,{}
127,26,ttl_compliance,100,excellent,6,{}
128,26,completeness,40,degraded,6,{}
129,26,source_credibility,100,excellent,4,{}
130,26,ttl_relevance,33.333332,degraded,6,{}
131,27,currentness,100,excellent,6,{}
132,27,ttl_compliance,100,excellent,6,{}
133,27,completeness,40,degraded,6,{}
134,27,source_credibility,100,excellent,4,{}
135,27,ttl_relevance,58.333332,adequate,6,{}
136,28,currentness,100,excellent,7,{}
137,28,ttl_compliance,100,excellent,7,{}
138,28,completeness,46.666668,degraded,7,{}
139,28,source_credibility,100,excellent,4,{}
140,28,ttl_relevance,57.142857,adequate,7,{}
141,29,currentness,100,excellent,7,{}
142,29,ttl_compliance,100,excellent,7,{}
143,29,completeness,46.666668,degraded,7,{}
144,29,source_credibility,90,excellent,4,{}
145,29,ttl_relevance,35.714287,degraded,7,{}
146,30,currentness,100,excellent,7,{}
147,30,ttl_compliance,100,excellent,6,{}
148,30,completeness,46.666668,degraded,7,{}
149,30,source_credibility,87.5,good,4,{}
150,30,ttl_relevance,28.571428,degraded,7,{}
151,31,currentness,100,excellent,7,{}
152,31,ttl_compliance,100,excellent,7,{}
153,31,completeness,46.666668,degraded,7,{}
154,31,source_credibility,100,excellent,4,{}
155,31,ttl_relevance,57.142857,adequate,7,{}
156,32,currentness,100,excellent,6,{}
157,32,ttl_compliance,100,excellent,6,{}
158,32,completeness,40,degraded,6,{}
159,32,source_credibility,100,excellent,4,{}
160,32,ttl_relevance,50,adequate,6,{}
161,33,currentness,100,excellent,7,{}
162,33,ttl_compliance,100,excellent,7,{}
163,33,completeness,46.666668,degraded,7,{}
164,33,source_credibility,87.5,good,4,{}
165,33,ttl_relevance,35.714287,degraded,7,{}
166,34,currentness,100,excellent,7,{}
167,34,ttl_compliance,100,excellent,6,{}
168,34,completeness,46.666668,degraded,7,{}
169,34,source_credibility,93.75,excellent,4,{}
170,34,ttl_relevance,57.142857,adequate,7,{}
171,35,currentness,100,excellent,5,{}
172,35,ttl_compliance,100,excellent,5,{}
173,35,completeness,33.333332,degraded,5,{}
174,35,source_credibility,100,excellent,4,{}
175,35,ttl_relevance,60,adequate,5,{}
176,36,currentness,100,excellent,7,{}
177,36,ttl_compliance,100,excellent,7,{}
178,36,completeness,46.666668,degraded,7,{}
179,36,source_credibility,100,excellent,4,{}
180,36,ttl_relevance,57.142857,adequate,7,{}
181,37,currentness,100,excellent,5,{}
182,37,ttl_compliance,100,excellent,5,{}
183,37,completeness,33.333332,degraded,5,{}
184,37,source_credibility,100,excellent,4,{}
185,37,ttl_relevance,50,adequate,5,{}
186,38,currentness,100,excellent,5,{}
187,38,ttl_compliance,100,excellent,5,{}
188,38,completeness,33.333332,degraded,5,{}
189,38,source_credibility,100,excellent,4,{}
190,38,ttl_relevance,40,degraded,5,{}
191,39,currentness,100,excellent,5,{}
192,39,ttl_compliance,100,excellent,5,{}
193,39,completeness,33.333332,degraded,5,{}
194,39,source_credibility,100,excellent,4,{}
195,39,ttl_relevance,50,adequate,5,{}
196,40,currentness,100,excellent,7,{}
197,40,ttl_compliance,100,excellent,6,{}
198,40,completeness,46.666668,degraded,7,{}
199,40,source_credibility,93.75,excellent,4,{}
200,40,ttl_relevance,42.857143,degraded,7,{}
201,41,currentness,100,excellent,3,{}
202,41,ttl_compliance,100,excellent,3,{}
203,41,completeness,20,stale,3,{}
204,41,source_credibility,100,excellent,4,{}
205,41,ttl_relevance,33.333332,degraded,3,{}
206,42,currentness,100,excellent,2,{}
207,42,ttl_compliance,100,excellent,2,{}
208,42,completeness,13.333333,stale,2,{}
209,42,source_credibility,100,excellent,4,{}
210,42,ttl_relevance,50,adequate,2,{}
211,43,currentness,100,excellent,3,{}
212,43,ttl_compliance,100,excellent,3,{}
213,43,completeness,20,stale,3,{}
214,43,source_credibility,100,excellent,4,{}
215,43,ttl_relevance,33.333332,degraded,3,{}
216,44,currentness,100,excellent,7,{}
217,44,ttl_compliance,100,excellent,6,{}
218,44,completeness,46.666668,degraded,7,{}
219,44,source_credibility,95,excellent,4,{}
220,44,ttl_relevance,42.857143,degraded,7,{}
221,45,currentness,100,excellent,6,{}
222,45,ttl_compliance,80,good,5,{}
223,45,completeness,40,degraded,6,{}
224,45,source_credibility,90,excellent,4,{}
225,45,ttl_relevance,33.333332,degraded,6,{}
226,46,currentness,100,excellent,7,{}
227,46,ttl_compliance,100,excellent,6,{}
228,46,completeness,46.666668,degraded,7,{}
229,46,source_credibility,95,excellent,4,{}
230,46,ttl_relevance,42.857143,degraded,7,{}
231,47,currentness,100,excellent,5,{}
232,47,ttl_compliance,50,adequate,0,{}
233,47,completeness,33.333332,degraded,5,{}
234,47,source_credibility,100,excellent,4,{}
235,47,ttl_relevance,10,stale,5,{}
1231,247,currentness,100,excellent,6,{}
1232,247,ttl_compliance,100,excellent,6,{}
1233,247,completeness,40,degraded,6,{}
1234,247,source_credibility,95,excellent,4,{}
1235,247,ttl_relevance,33.333332,degraded,6,{}
1236,248,currentness,100,excellent,7,{}
1237,248,ttl_compliance,100,excellent,6,{}
1238,248,completeness,46.666668,degraded,7,{}
1239,248,source_credibility,88.75,good,4,{}
1240,248,ttl_relevance,28.571428,degraded,7,{}
1241,249,currentness,100,excellent,7,{}
1242,249,ttl_compliance,100,excellent,6,{}
1243,249,completeness,46.666668,degraded,7,{}
1244,249,source_credibility,90,excellent,4,{}
1245,249,ttl_relevance,21.428572,stale,7,{}
1246,250,currentness,100,excellent,6,{}
1247,250,ttl_compliance,100,excellent,5,{}
1248,250,completeness,40,degraded,6,{}
1249,250,source_credibility,95,excellent,4,{}
1250,250,ttl_relevance,50,adequate,6,{}
1251,251,currentness,100,excellent,7,{}
1252,251,ttl_compliance,100,excellent,7,{}
1253,251,completeness,46.666668,degraded,7,{}
1254,251,source_credibility,100,excellent,4,{}
1255,251,ttl_relevance,28.571428,degraded,7,{}
1256,252,currentness,100,excellent,6,{}
1257,252,ttl_compliance,100,excellent,6,{}
1258,252,completeness,40,degraded,6,{}
1259,252,source_credibility,100,excellent,4,{}
1260,252,ttl_relevance,58.333332,adequate,6,{}
1261,253,currentness,100,excellent,5,{}
1262,253,ttl_compliance,100,excellent,5,{}
1263,253,completeness,33.333332,degraded,5,{}
1264,253,source_credibility,95,excellent,4,{}
1265,253,ttl_relevance,60,adequate,5,{}
1266,254,currentness,100,excellent,5,{}
1267,254,ttl_compliance,100,excellent,5,{}
1268,254,completeness,33.333332,degraded,5,{}
1269,254,source_credibility,95,excellent,4,{}
1270,254,ttl_relevance,60,adequate,5,{}
1276,256,currentness,100,excellent,7,{}
1277,256,ttl_compliance,100,excellent,6,{}
1278,256,completeness,46.666668,degraded,7,{}
1279,256,source_credibility,90,excellent,4,{}
1280,256,ttl_relevance,64.28571,adequate,7,{}
1281,257,currentness,100,excellent,6,{}
1282,257,ttl_compliance,100,excellent,6,{}
1283,257,completeness,40,degraded,6,{}
1284,257,source_credibility,100,excellent,4,{}
1285,257,ttl_relevance,33.333332,degraded,6,{}
1286,258,currentness,100,excellent,7,{}
1287,258,ttl_compliance,100,excellent,7,{}
1288,258,completeness,46.666668,degraded,7,{}
1289,258,source_credibility,100,excellent,4,{}
1290,258,ttl_relevance,57.142857,adequate,7,{}
1311,263,currentness,100,excellent,6,{}
1312,263,ttl_compliance,100,excellent,6,{}
1313,263,completeness,40,degraded,6,{}
1314,263,source_credibility,100,excellent,4,{}
1315,263,ttl_relevance,33.333332,degraded,6,{}
1316,264,currentness,100,excellent,7,{}
1317,264,ttl_compliance,100,excellent,6,{}
1318,264,completeness,46.666668,degraded,7,{}
1319,264,source_credibility,90,excellent,4,{}
1320,264,ttl_relevance,21.428572,stale,7,{}
1326,266,currentness,100,excellent,7,{}
1327,266,ttl_compliance,100,excellent,7,{}
1328,266,completeness,46.666668,degraded,7,{}
1329,266,source_credibility,100,excellent,4,{}
1330,266,ttl_relevance,28.571428,degraded,7,{}
1341,269,currentness,100,excellent,5,{}
1342,269,ttl_compliance,100,excellent,5,{}
1343,269,completeness,33.333332,degraded,5,{}
1344,269,source_credibility,100,excellent,4,{}
1345,269,ttl_relevance,60,adequate,5,{}
1361,273,currentness,100,excellent,3,{}
1362,273,ttl_compliance,100,excellent,3,{}
1363,273,completeness,20,stale,3,{}
1364,273,source_credibility,100,excellent,4,{}
1365,273,ttl_relevance,83.333336,good,3,{}
1418,284,completeness,26.666666,degraded,4,{}
1419,284,source_credibility,100,excellent,4,{}
1420,284,ttl_relevance,37.5,degraded,4,{}
1431,287,currentness,100,excellent,5,{}
1432,287,ttl_compliance,100,excellent,4,{}
1433,287,completeness,33.333332,degraded,5,{}
1434,287,source_credibility,95,excellent,4,{}
1435,287,ttl_relevance,20,stale,5,{}
1451,291,currentness,100,excellent,7,{}
1452,291,ttl_compliance,100,excellent,7,{}
1453,291,completeness,46.666668,degraded,7,{}
1454,291,source_credibility,93.75,excellent,4,{}
1455,291,ttl_relevance,42.857143,degraded,7,{}
1456,292,currentness,100,excellent,2,{}
237,48,ttl_compliance,100,excellent,5,{}
238,48,completeness,33.333332,degraded,5,{}
239,48,source_credibility,100,excellent,4,{}
240,48,ttl_relevance,10,stale,5,{}
266,54,currentness,100,excellent,5,{}
267,54,ttl_compliance,50,adequate,0,{}
268,54,completeness,33.333332,degraded,5,{}
269,54,source_credibility,100,excellent,4,{}
270,54,ttl_relevance,10,stale,5,{}
1271,255,currentness,100,excellent,5,{}
1272,255,ttl_compliance,100,excellent,4,{}
1273,255,completeness,33.333332,degraded,5,{}
1274,255,source_credibility,93.75,excellent,4,{}
1275,255,ttl_relevance,30,degraded,5,{}
1291,259,currentness,100,excellent,7,{}
1292,259,ttl_compliance,100,excellent,7,{}
1293,259,completeness,46.666668,degraded,7,{}
1294,259,source_credibility,90,excellent,4,{}
1295,259,ttl_relevance,28.571428,degraded,7,{}
1301,261,currentness,100,excellent,6,{}
1302,261,ttl_compliance,100,excellent,6,{}
1303,261,completeness,40,degraded,6,{}
1304,261,source_credibility,100,excellent,4,{}
1305,261,ttl_relevance,33.333332,degraded,6,{}
1346,270,currentness,100,excellent,5,{}
1347,270,ttl_compliance,100,excellent,4,{}
1348,270,completeness,33.333332,degraded,5,{}
1349,270,source_credibility,93.75,excellent,4,{}
1350,270,ttl_relevance,10,stale,5,{}
1426,286,currentness,100,excellent,2,{}
1427,286,ttl_compliance,100,excellent,2,{}
1428,286,completeness,13.333333,stale,2,{}
1429,286,source_credibility,100,excellent,4,{}
1430,286,ttl_relevance,0,stale,2,{}
1436,288,currentness,100,excellent,7,{}
1437,288,ttl_compliance,100,excellent,7,{}
1438,288,completeness,46.666668,degraded,7,{}
1439,288,source_credibility,93.75,excellent,4,{}
1440,288,ttl_relevance,42.857143,degraded,7,{}
1486,298,currentness,100,excellent,5,{}
1487,298,ttl_compliance,100,excellent,5,{}
1488,298,completeness,33.333332,degraded,5,{}
1489,298,source_credibility,93.75,excellent,4,{}
1490,298,ttl_relevance,10,stale,5,{}
1536,308,currentness,100,excellent,6,{}
1537,308,ttl_compliance,100,excellent,2,{}
1538,308,completeness,33.333332,degraded,5,{}
1539,308,source_credibility,100,excellent,4,{}
1540,308,ttl_relevance,50,adequate,6,{}
1546,310,currentness,100,excellent,6,{}
1547,310,ttl_compliance,100,excellent,6,{}
1548,310,completeness,40,degraded,6,{}
1549,310,source_credibility,100,excellent,4,{}
1550,310,ttl_relevance,58.333332,adequate,6,{}
1551,311,currentness,100,excellent,6,{}
1552,311,ttl_compliance,100,excellent,6,{}
1553,311,completeness,40,degraded,6,{}
1554,311,source_credibility,100,excellent,4,{}
1555,311,ttl_relevance,33.333332,degraded,6,{}
1566,314,currentness,100,excellent,5,{}
1567,314,ttl_compliance,100,excellent,5,{}
1568,314,completeness,33.333332,degraded,5,{}
1569,314,source_credibility,100,excellent,4,{}
1570,314,ttl_relevance,50,adequate,5,{}
1571,315,currentness,100,excellent,6,{}
1572,315,ttl_compliance,100,excellent,6,{}
1573,315,completeness,40,degraded,6,{}
1574,315,source_credibility,100,excellent,4,{}
1575,315,ttl_relevance,75,good,6,{}
1576,316,currentness,100,excellent,7,{}
1577,316,ttl_compliance,85.71429,good,7,{}
1578,316,completeness,46.666668,degraded,7,{}
1579,316,source_credibility,100,excellent,4,{}
1580,316,ttl_relevance,50,adequate,7,{}
1581,317,currentness,100,excellent,6,{}
1582,317,ttl_compliance,100,excellent,6,{}
1583,317,completeness,40,degraded,6,{}
1584,317,source_credibility,100,excellent,4,{}
1585,317,ttl_relevance,41.666668,degraded,6,{}
1586,318,currentness,100,excellent,7,{}
1587,318,ttl_compliance,85.71429,good,7,{}
1588,318,completeness,46.666668,degraded,7,{}
1589,318,source_credibility,100,excellent,4,{}
1590,318,ttl_relevance,35.714287,degraded,7,{}
1591,319,currentness,100,excellent,6,{}
1592,319,ttl_compliance,100,excellent,6,{}
1593,319,completeness,40,degraded,6,{}
1594,319,source_credibility,100,excellent,4,{}
1595,319,ttl_relevance,8.333333,stale,6,{}
1626,326,currentness,100,excellent,8,{}
1627,326,ttl_compliance,50,adequate,0,{}
1628,326,completeness,46.666668,degraded,7,{}
1629,326,source_credibility,93.75,excellent,4,{}
1630,326,ttl_relevance,37.5,degraded,8,{}
1671,335,currentness,100,excellent,6,{}
1672,335,ttl_compliance,100,excellent,6,{}
1673,335,completeness,40,degraded,6,{}
1674,335,source_credibility,100,excellent,4,{}
1675,335,ttl_relevance,58.333332,adequate,6,{}
1676,336,currentness,100,excellent,5,{}
1677,336,ttl_compliance,100,excellent,5,{}
1678,336,completeness,33.333332,degraded,5,{}
1679,336,source_credibility,100,excellent,4,{}
1680,336,ttl_relevance,20,stale,5,{}
1681,337,currentness,100,excellent,6,{}
1682,337,ttl_compliance,100,excellent,6,{}
1683,337,completeness,40,degraded,6,{}
1684,337,source_credibility,100,excellent,4,{}
1685,337,ttl_relevance,75,good,6,{}
1686,338,currentness,100,excellent,5,{}
1687,338,ttl_compliance,100,excellent,5,{}
241,49,currentness,100,excellent,6,{}
242,49,ttl_compliance,80,good,5,{}
243,49,completeness,40,degraded,6,{}
244,49,source_credibility,87.5,good,4,{}
245,49,ttl_relevance,41.666668,degraded,6,{}
246,50,currentness,100,excellent,4,{}
247,50,ttl_compliance,100,excellent,4,{}
248,50,completeness,26.666666,degraded,4,{}
249,50,source_credibility,100,excellent,4,{}
250,50,ttl_relevance,50,adequate,4,{}
251,51,currentness,100,excellent,3,{}
252,51,ttl_compliance,100,excellent,3,{}
253,51,completeness,20,stale,3,{}
254,51,source_credibility,100,excellent,4,{}
255,51,ttl_relevance,33.333332,degraded,3,{}
256,52,currentness,100,excellent,4,{}
257,52,ttl_compliance,100,excellent,4,{}
258,52,completeness,26.666666,degraded,4,{}
259,52,source_credibility,100,excellent,4,{}
260,52,ttl_relevance,50,adequate,4,{}
261,53,currentness,100,excellent,6,{}
262,53,ttl_compliance,60,adequate,5,{}
263,53,completeness,40,degraded,6,{}
264,53,source_credibility,87.5,good,4,{}
265,53,ttl_relevance,41.666668,degraded,6,{}
271,55,currentness,100,excellent,3,{}
272,55,ttl_compliance,100,excellent,3,{}
273,55,completeness,20,stale,3,{}
274,55,source_credibility,100,excellent,4,{}
275,55,ttl_relevance,33.333332,degraded,3,{}
276,56,currentness,100,excellent,3,{}
277,56,ttl_compliance,100,excellent,3,{}
278,56,completeness,20,stale,3,{}
279,56,source_credibility,100,excellent,4,{}
280,56,ttl_relevance,33.333332,degraded,3,{}
281,57,currentness,100,excellent,6,{}
282,57,ttl_compliance,100,excellent,6,{}
283,57,completeness,40,degraded,6,{}
284,57,source_credibility,100,excellent,4,{}
285,57,ttl_relevance,66.666664,adequate,6,{}
286,58,currentness,100,excellent,5,{}
287,58,ttl_compliance,50,adequate,0,{}
288,58,completeness,33.333332,degraded,5,{}
289,58,source_credibility,90,excellent,4,{}
290,58,ttl_relevance,50,adequate,5,{}
291,59,currentness,100,excellent,3,{}
292,59,ttl_compliance,100,excellent,3,{}
293,59,completeness,20,stale,3,{}
294,59,source_credibility,100,excellent,4,{}
295,59,ttl_relevance,66.666664,adequate,3,{}
296,60,currentness,100,excellent,5,{}
297,60,ttl_compliance,100,excellent,5,{}
298,60,completeness,33.333332,degraded,5,{}
299,60,source_credibility,100,excellent,4,{}
300,60,ttl_relevance,60,adequate,5,{}
301,61,currentness,100,excellent,3,{}
302,61,ttl_compliance,100,excellent,3,{}
303,61,completeness,20,stale,3,{}
304,61,source_credibility,100,excellent,4,{}
305,61,ttl_relevance,83.333336,good,3,{}
306,62,currentness,100,excellent,5,{}
307,62,ttl_compliance,100,excellent,5,{}
308,62,completeness,33.333332,degraded,5,{}
309,62,source_credibility,87.5,good,4,{}
310,62,ttl_relevance,50,adequate,5,{}
311,63,currentness,100,excellent,2,{}
312,63,ttl_compliance,50,adequate,0,{}
313,63,completeness,13.333333,stale,2,{}
314,63,source_credibility,50,adequate,4,{}
315,63,ttl_relevance,50,adequate,2,{}
316,64,currentness,100,excellent,6,{}
317,64,ttl_compliance,100,excellent,5,{}
318,64,completeness,40,degraded,6,{}
319,64,source_credibility,93.75,excellent,4,{}
320,64,ttl_relevance,33.333332,degraded,6,{}
321,65,currentness,100,excellent,6,{}
322,65,ttl_compliance,100,excellent,5,{}
323,65,completeness,40,degraded,6,{}
324,65,source_credibility,93.75,excellent,4,{}
325,65,ttl_relevance,50,adequate,6,{}
326,66,currentness,100,excellent,5,{}
327,66,ttl_compliance,100,excellent,5,{}
328,66,completeness,33.333332,degraded,5,{}
329,66,source_credibility,95,excellent,4,{}
330,66,ttl_relevance,40,degraded,5,{}
331,67,currentness,100,excellent,5,{}
332,67,ttl_compliance,100,excellent,5,{}
333,67,completeness,33.333332,degraded,5,{}
334,67,source_credibility,100,excellent,4,{}
335,67,ttl_relevance,60,adequate,5,{}
336,68,currentness,100,excellent,2,{}
337,68,ttl_compliance,100,excellent,2,{}
338,68,completeness,13.333333,stale,2,{}
339,68,source_credibility,100,excellent,4,{}
340,68,ttl_relevance,50,adequate,2,{}
341,69,currentness,100,excellent,6,{}
342,69,ttl_compliance,100,excellent,6,{}
343,69,completeness,40,degraded,6,{}
344,69,source_credibility,100,excellent,4,{}
345,69,ttl_relevance,58.333332,adequate,6,{}
346,70,currentness,100,excellent,6,{}
347,70,ttl_compliance,100,excellent,6,{}
348,70,completeness,40,degraded,6,{}
349,70,source_credibility,93.75,excellent,4,{}
350,70,ttl_relevance,33.333332,degraded,6,{}
351,71,currentness,100,excellent,6,{}
352,71,ttl_compliance,100,excellent,5,{}
353,71,completeness,40,degraded,6,{}
354,71,source_credibility,95,excellent,4,{}
355,71,ttl_relevance,50,adequate,6,{}
356,72,currentness,100,excellent,6,{}
357,72,ttl_compliance,100,excellent,5,{}
358,72,completeness,40,degraded,6,{}
359,72,source_credibility,93.75,excellent,4,{}
360,72,ttl_relevance,50,adequate,6,{}
361,73,currentness,100,excellent,6,{}
362,73,ttl_compliance,100,excellent,6,{}
363,73,completeness,40,degraded,6,{}
364,73,source_credibility,93.75,excellent,4,{}
365,73,ttl_relevance,33.333332,degraded,6,{}
366,74,currentness,100,excellent,6,{}
367,74,ttl_compliance,100,excellent,6,{}
368,74,completeness,40,degraded,6,{}
369,74,source_credibility,95,excellent,4,{}
370,74,ttl_relevance,33.333332,degraded,6,{}
371,75,currentness,100,excellent,5,{}
372,75,ttl_compliance,100,excellent,5,{}
373,75,completeness,33.333332,degraded,5,{}
374,75,source_credibility,100,excellent,4,{}
375,75,ttl_relevance,70,adequate,5,{}
376,76,currentness,100,excellent,8,{}
377,76,ttl_compliance,50,adequate,0,{}
378,76,completeness,46.666668,degraded,7,{}
379,76,source_credibility,95,excellent,4,{}
380,76,ttl_relevance,25,degraded,8,{}
381,77,currentness,100,excellent,8,{}
382,77,ttl_compliance,50,adequate,0,{}
383,77,completeness,46.666668,degraded,7,{}
384,77,source_credibility,93.75,excellent,4,{}
385,77,ttl_relevance,31.25,degraded,8,{}
386,78,currentness,100,excellent,6,{}
387,78,ttl_compliance,100,excellent,6,{}
388,78,completeness,40,degraded,6,{}
389,78,source_credibility,100,excellent,4,{}
390,78,ttl_relevance,58.333332,adequate,6,{}
391,79,currentness,100,excellent,6,{}
392,79,ttl_compliance,100,excellent,6,{}
393,79,completeness,40,degraded,6,{}
394,79,source_credibility,100,excellent,4,{}
395,79,ttl_relevance,58.333332,adequate,6,{}
396,80,currentness,100,excellent,6,{}
397,80,ttl_compliance,100,excellent,6,{}
398,80,completeness,40,degraded,6,{}
399,80,source_credibility,100,excellent,4,{}
400,80,ttl_relevance,58.333332,adequate,6,{}
401,81,currentness,100,excellent,6,{}
402,81,ttl_compliance,100,excellent,6,{}
403,81,completeness,40,degraded,6,{}
404,81,source_credibility,100,excellent,4,{}
405,81,ttl_relevance,58.333332,adequate,6,{}
406,82,currentness,100,excellent,8,{}
407,82,ttl_compliance,50,adequate,0,{}
408,82,completeness,46.666668,degraded,7,{}
409,82,source_credibility,95,excellent,4,{}
410,82,ttl_relevance,12.5,stale,8,{}
411,83,currentness,100,excellent,6,{}
412,83,ttl_compliance,100,excellent,6,{}
413,83,completeness,40,degraded,6,{}
414,83,source_credibility,100,excellent,4,{}
415,83,ttl_relevance,50,adequate,6,{}
416,84,currentness,100,excellent,6,{}
417,84,ttl_compliance,100,excellent,6,{}
418,84,completeness,40,degraded,6,{}
419,84,source_credibility,100,excellent,4,{}
420,84,ttl_relevance,50,adequate,6,{}
421,85,currentness,100,excellent,7,{}
422,85,ttl_compliance,100,excellent,6,{}
423,85,completeness,46.666668,degraded,7,{}
424,85,source_credibility,87.5,good,4,{}
425,85,ttl_relevance,57.142857,adequate,7,{}
426,86,currentness,100,excellent,7,{}
427,86,ttl_compliance,100,excellent,6,{}
428,86,completeness,46.666668,degraded,7,{}
429,86,source_credibility,87.5,good,4,{}
430,86,ttl_relevance,64.28571,adequate,7,{}
431,87,currentness,100,excellent,6,{}
432,87,ttl_compliance,100,excellent,6,{}
433,87,completeness,40,degraded,6,{}
434,87,source_credibility,100,excellent,4,{}
435,87,ttl_relevance,50,adequate,6,{}
436,88,currentness,100,excellent,6,{}
437,88,ttl_compliance,60,adequate,5,{}
438,88,completeness,40,degraded,6,{}
439,88,source_credibility,87.5,good,4,{}
