month_key,calls_used,domains_enriched,last_called_at,created_at,updated_at
2026-03,4,"[""it-help.tech"", ""google.com"", ""ietf.org"", ""dnstool.it-help.tech""]",2026-03-15 02:41:10.64936,2026-03-14 04:52:03.989324,2026-03-15 02:41:10.64936
