class,domain,dmarc_status,policy,p,sp,pct,aspf,adkim,has_rua,has_ruf,spf_present,spf_includes,dnssec,mta_sts,tls_rpt,bimi,has_dmarc,enforcing
provider,126.com,present,none,none,,100,r,r,False,False,True,spf.mail.163.com,False,False,False,False,True,False
provider,163.com,present,none,none,,100,r,r,False,False,True,spf.mail.163.com,False,False,False,False,True,False
provider,abv.bg,present,none,none,,100,r,r,True,False,True,,False,False,False,False,True,False
provider,alice.it,absent,no DMARC,,,100,r,r,False,False,True,,False,False,False,False,False,False
provider,aol.com,present,reject,reject,,100,r,r,True,True,True,_spf.mail.yahoo.com,False,False,False,False,True,True
provider,att.net,present,quarantine,quarantine,,100,r,r,True,True,True,_ipspf.yahoo.com,False,False,False,False,True,True
provider,bol.com.br,present,none,none,none,100,r,r,True,True,True,relays.uol.com.br spf.bol.com.br spfcloud.bol.com.br spfexcl.uol.com.br,False,False,False,False,True,False
provider,bt.com,present,reject,reject,,100,r,r,True,True,False,,False,True,False,False,True,True
provider,btinternet.com,present,reject,reject,reject,100,r,r,True,True,True,_spf.btinternet.com bt.com,False,False,False,False,True,True
provider,charter.net,absent,no DMARC,,,100,r,r,False,False,True,,False,False,False,False,False,False
provider,comcast.net,present,reject,reject,reject,100,r,r,True,False,True,_ipspf.yahoo.com _spf.mdp.comcast.net _spfv6.comcast.net,True,True,True,False,True,True
provider,cox.net,present,none,none,,100,r,r,True,True,True,_ipspf.yahoo.com cxr.spf.a.cloudfilter.net,False,False,False,False,True,False
provider,daum.net,present,none,none,,100,r,r,True,False,True,_external_smtp.daum.net _spf.daum.net,False,False,False,False,True,False
provider,earthlink.net,present,none,none,,100,r,r,False,False,True,spf.earthlink-vadesecure.net,False,False,False,False,True,False
provider,fastmail.com,present,none,none,,100,r,r,True,False,True,spf.messagingengine.com,False,True,True,False,True,False
provider,fastmail.fm,present,none,none,,100,r,r,True,False,True,spf.messagingengine.com,False,True,True,False,True,False
provider,free.fr,present,quarantine,quarantine,none,100,r,r,False,False,True,_spf.free.fr,False,False,False,False,True,True
provider,gmail.com,present,none,none,quarantine,100,r,r,True,False,True,_spf.google.com,False,True,True,False,True,False
provider,gmx.com,present,quarantine,quarantine,,100,r,r,True,False,True,_spf.gmx.net,True,True,True,False,True,True
provider,gmx.de,present,quarantine,quarantine,,100,r,r,True,False,True,_spf.gmx.net,True,False,False,False,True,True
provider,gmx.net,present,quarantine,quarantine,,100,r,r,True,False,True,_spf.gmx.net,True,True,True,False,True,True
provider,googlemail.com,present,quarantine,quarantine,quarantine,100,r,r,True,False,True,_spf.google.com,False,True,True,False,True,True
provider,hanmail.net,present,none,none,,100,r,r,True,False,True,_external_smtp.daum.net _spf.daum.net,False,False,False,False,True,False
provider,hotmail.com,present,none,none,,100,r,r,True,True,True,spf2.outlook.com,False,True,True,False,True,False
provider,hushmail.com,present,quarantine,quarantine,,100,r,r,True,False,True,4429584.spf01.hubspotemail.net,False,False,False,False,True,True
provider,icloud.com,present,quarantine,quarantine,quarantine,100,r,r,True,True,True,_spf.icloud.com,False,False,False,True,True,True
provider,interia.pl,present,none,none,,100,r,r,True,True,True,,False,False,False,False,True,False
provider,laposte.net,present,reject,reject,reject,100,r,r,True,True,True,_spf.lpn.as8677.net _spfbloc2.laposte.net,False,False,False,False,True,True
provider,libero.it,present,quarantine,quarantine,,100,r,r,True,False,True,_oxspf.libero.it mail.zendesk.com,False,False,False,True,True,True
provider,live.com,present,none,none,quarantine,100,r,r,True,True,True,spf-a.hotmail.com spf-b.hotmail.com spf-c.hotmail.com spf-d.hotmail.com spf.protection.outlook.com,True,True,True,False,True,False
provider,mac.com,present,quarantine,quarantine,quarantine,100,r,r,True,True,True,_spf.icloud.com,False,False,False,True,True,True
provider,mail.com,present,quarantine,quarantine,,100,r,r,True,False,True,_spf.mail.com,True,True,True,False,True,True
provider,mail.ru,present,reject,reject,,100,r,r,True,False,True,_spf.mail.ru,False,True,True,False,True,True
provider,mailbox.org,present,reject,reject,,100,r,r,True,False,True,,True,True,True,False,True,True
provider,me.com,present,quarantine,quarantine,quarantine,100,r,r,True,True,True,_spf.icloud.com,False,False,False,True,True,True
provider,msn.com,present,none,none,quarantine,100,r,r,True,False,True,_spf-ssg-a.microsoft.com spf-a.hotmail.com spf-b.hotmail.com spf-c.hotmail.com spf-d.hotmail.com spf.protection.outlook.com,False,False,False,False,True,False
provider,mynet.com,absent,no DMARC,,,100,r,r,False,False,True,,False,False,False,False,False,False
provider,naver.com,present,none,none,,100,r,r,True,False,True,,False,False,False,False,True,False
provider,o2.pl,present,none,none,,100,r,r,True,False,True,wp.pl,False,True,True,False,True,False
provider,onet.pl,present,quarantine,quarantine,quarantine,100,r,r,True,True,True,amazonses.com,False,True,True,False,True,True
provider,orange.fr,present,quarantine,quarantine,none,100,r,r,True,True,True,_spf_gp.orange.fr _spf_other.orange.fr spffed-ip.orange.com,False,False,False,False,True,True
provider,outlook.com,present,none,none,quarantine,100,r,r,True,True,True,spf2.outlook.com,True,True,True,False,True,False
provider,posteo.de,present,none,none,quarantine,100,s,s,False,False,True,,True,True,True,False,True,False
provider,proton.me,present,quarantine,quarantine,,100,s,s,False,False,True,_spf.protonmail.ch,True,True,True,True,True,True
provider,protonmail.com,present,quarantine,quarantine,,100,s,s,False,False,True,_spf.protonmail.ch,True,True,True,True,True,True
provider,qq.com,present,quarantine,quarantine,,100,r,r,True,False,True,spf.mail.qq.com,False,False,False,False,True,True
provider,rambler.ru,present,quarantine,quarantine,,100,r,r,True,True,True,,False,False,False,False,True,True
provider,rediffmail.com,present,quarantine,quarantine,reject,100,r,r,True,True,True,,False,False,False,True,True,True
provider,rocketmail.com,present,reject,reject,,100,r,r,True,True,True,_spf.mail.yahoo.com,False,False,False,False,True,True
provider,runbox.com,present,quarantine,quarantine,,100,r,r,True,False,True,spf.runbox.com,True,True,True,False,True,True
provider,sbcglobal.net,present,none,none,,100,r,r,True,True,True,_ipspf.yahoo.com,False,False,False,False,True,False
provider,seznam.cz,present,none,none,reject,100,r,r,True,False,True,,True,False,False,False,True,False
provider,sfr.fr,present,reject,reject,reject,100,r,s,True,True,True,spf1.sfr.fr,False,False,False,True,True,True
provider,sina.com,present,none,none,,100,r,r,False,False,True,spf.sinamail.sina.com.cn,False,False,False,False,True,False
provider,sohu.com,present,reject,reject,,100,r,r,True,True,True,spf.sohu.com,False,False,False,False,True,True
provider,startmail.com,present,quarantine,quarantine,quarantine,100,r,r,False,False,True,mail.zendesk.com spf.startmail.com,True,True,True,False,True,True
provider,t-online.de,present,none,none,,100,r,r,True,False,True,,False,True,True,False,True,False
provider,terra.com.br,present,quarantine,quarantine,reject,100,s,r,True,True,True,mailaz-spf.terra.com.br registrarmail.net spf.protection.outlook.com ti-spf.terra.com.br,False,False,False,False,True,True
provider,tiscali.it,present,none,none,,100,r,r,False,False,True,,False,False,False,False,True,False
provider,tuta.io,present,quarantine,quarantine,,100,r,s,False,False,True,spf.tutanota.de,True,True,True,False,True,True
provider,tutanota.com,present,quarantine,quarantine,,100,r,s,False,False,True,spf.tutanota.de,True,True,True,False,True,True
provider,uol.com.br,present,none,none,none,100,r,r,True,True,True,relays.uol.com.br spf.uol.com.br spfexcl.uol.com.br,False,False,False,False,True,False
provider,verizon.net,present,reject,reject,,100,r,r,True,True,True,_ipspf.yahoo.com verizon.com,False,False,False,False,True,True
provider,virgilio.it,present,quarantine,quarantine,,100,r,r,True,False,True,mail.zendesk.com,False,False,False,True,True,True
provider,wanadoo.fr,present,quarantine,quarantine,none,100,r,r,True,True,True,_spf_gp.wanadoo.fr _spf_other.wanadoo.fr spffed-ip.orange.com,False,False,False,False,True,True
provider,web.de,present,quarantine,quarantine,,100,r,r,True,False,True,_spf.web.de,True,True,True,False,True,True
provider,wp.pl,present,none,none,,100,r,r,True,False,True,,False,True,True,False,True,False
provider,yahoo.co.jp,present,quarantine,quarantine,,100,r,r,True,False,True,spf.yahoo.co.jp,False,False,False,False,True,True
provider,yahoo.co.uk,present,reject,reject,,100,r,r,True,True,True,_spf.mail.yahoo.com,False,False,False,False,True,True
provider,yahoo.com,present,reject,reject,,100,r,r,True,True,True,_spf.mail.yahoo.com,False,True,True,False,True,True
provider,yandex.com,present,none,none,,100,r,r,True,True,True,_spf.yandex.ru,False,False,False,False,True,False
provider,yandex.ru,present,none,none,,100,r,r,True,True,True,_spf.yandex.ru,False,False,False,False,True,False
provider,ymail.com,present,reject,reject,,100,r,r,True,True,True,_spf.mail.yahoo.com,False,False,False,False,True,True
provider,zoho.com,present,reject,reject,reject,100,r,r,True,True,True,popspf.zohomail.com spf.zoho.com spf.zohomail.com zcsend.net,False,False,True,False,True,True
provider,zohomail.com,present,reject,reject,reject,100,r,r,True,True,True,spf.zohomail.com,False,False,True,False,True,True
tenant,198119799470.xyz,present,reject,reject,reject,100,s,s,False,False,True,,False,False,False,False,True,True
tenant,1liner.com,absent,no DMARC,,,100,r,r,False,False,True,,False,False,False,False,False,False
tenant,2911.us,present,reject,reject,reject,100,r,r,True,True,True,_spf.google.com mailgun.org servers.mcsv.net spf.intermedia.net spf.mandrillapp.com spf.protection.outlook.com,True,True,True,False,True,True
tenant,932.moe,present,quarantine,quarantine,,100,r,r,True,False,True,_spf.mx.cloudflare.net spf1.dm.aliyun.com,True,False,False,False,True,True
tenant,abc.co,present,none,none,,100,r,r,False,False,True,_spf.livemail.co.uk,False,False,False,False,True,False
tenant,abc.com,present,none,none,,100,r,r,True,True,True,spf.disney.com,False,False,False,False,True,False
tenant,abyt.es,present,none,none,,100,r,r,True,False,True,_spf.google.com,False,False,False,False,True,False
tenant,aither.cc,present,quarantine,quarantine,none,100,s,s,True,True,True,,False,False,False,False,True,True
tenant,almonds.com,absent,no DMARC,,,100,r,r,False,False,True,servers.mcsv.net sharepointonline.com spf-westus.emailsignatures365.com spf.protection.outlook.com,False,False,False,False,False,False
tenant,amazon.com,present,quarantine,quarantine,,100,r,r,True,True,True,amazonses.com spf1.amazon.com spf2.amazon.com,False,False,False,True,True,True
tenant,anva.ch,present,reject,reject,reject,100,r,r,True,False,True,,False,True,True,True,True,True
tenant,apavil.ro,present,quarantine,quarantine,none,100,r,r,True,False,True,,False,False,False,False,True,True
tenant,apple.com,present,quarantine,quarantine,reject,100,r,r,True,True,True,_spf-txn.apple.com _spf.apple.com,False,False,False,True,True,True
tenant,arcadego.ph,present,reject,reject,,100,r,r,True,False,True,,False,False,False,False,True,True
tenant,atelier13-usa.com,absent,no DMARC,,,100,r,r,False,False,True,_spf.google.com,False,False,False,False,False,False
tenant,b621.org,absent,no DMARC,,,100,r,r,False,False,False,,True,False,False,False,False,False
tenant,bakr.de,absent,no DMARC,,,100,r,r,False,False,True,_spf.webhosting.systems,False,False,False,False,False,False
tenant,beechtreenews.com,present,none,none,none,100,r,r,True,True,True,netblocks.dreamhost.com relay.mailchannels.net,False,False,False,False,True,False
tenant,benav.cc,absent,no DMARC,,,100,r,r,False,False,False,,False,False,False,False,False,False
tenant,binaryflix.space,absent,no DMARC,,,100,r,r,False,False,False,,False,False,False,False,False,False
tenant,bitch.com,absent,no DMARC,,,100,r,r,False,False,False,,False,False,False,False,False,False
tenant,blauw-survey.com,present,none,none,,100,r,r,False,True,True,confirmit.de euro.confirmit.com spf.protection.outlook.com,False,False,False,False,True,False
tenant,blauw.com,present,quarantine,quarantine,,40,r,r,False,True,True,_spf.act-on.net _spf.atlassian.net autotask.net spf-eu.emailsignatures365.com spf.ess.de.barracudanetworks.com spf.protection.outlook.com,False,False,False,False,True,True
tenant,blauwsurvey.com,present,quarantine,quarantine,,100,r,r,True,False,True,confirmit.de euro.confirmit.com spf-eu.emailsignatures365.com spf.protection.outlook.com,False,False,False,False,True,True
tenant,blue.com,absent,no DMARC,,,100,r,r,False,False,True,,False,False,False,False,False,False
tenant,blueberries.com,present,reject,reject,,100,r,r,True,True,True,mail.zendesk.com spf.constantcontact.com spf.protection.outlook.com,False,False,False,False,True,True
tenant,burghele.ro,present,none,none,,100,r,r,False,False,True,relay.romarg.net,False,False,False,False,True,False
tenant,business29.web-hosting.com,absent,no DMARC,,,100,r,r,False,False,False,,False,False,False,False,False,False
tenant,buythisdomainname.com,absent,no DMARC,,,100,r,r,False,False,True,,False,False,False,False,False,False
tenant,calibrationscope.com,present,reject,reject,reject,100,s,s,False,False,True,,True,False,False,False,True,True
tenant,caloocanservices.online,present,quarantine,quarantine,,100,s,s,True,False,True,secureserver.net,True,False,False,False,True,True
tenant,caolt.ro,present,reject,reject,,100,s,s,False,False,True,amazonses.com relay.romarg.net,False,False,False,False,True,True
tenant,cheetap.tech,present,none,none,,100,r,r,False,False,True,_spf.mail.hostinger.com,False,False,False,False,True,False
tenant,cia.gov,present,quarantine,quarantine,quarantine,100,s,s,True,True,True,,True,False,False,False,True,True
tenant,cioviews.com,present,none,none,,100,r,r,True,True,True,beyondsmtp.com spf.protection.outlook.com,True,False,False,False,True,False
tenant,cirsa.com,present,quarantine,quarantine,,100,s,s,True,False,True,_spf.eu.messagegears.net amazonses.com mailer.g-stock.net servers.mcsv.net spf.protection.outlook.com spfa.alinto.net,False,False,False,False,True,True
tenant,cisa.gov,present,reject,reject,,100,r,r,True,False,True,spf-00376703.gpphosted.com spf.dhs.gov spf.protection.outlook.com,True,False,False,False,True,True
tenant,civicforms.info,absent,no DMARC,,,100,r,r,False,False,False,,False,False,False,False,False,False
tenant,civicpermits.com,absent,no DMARC,,,100,r,r,False,False,True,mail.zendesk.com spf.protection.outlook.com,False,False,False,False,False,False
tenant,clinicbilling.com,absent,no DMARC,,,100,r,r,False,False,False,,False,False,False,False,False,False
tenant,cloudflare.com,present,reject,reject,reject,100,r,r,True,False,True,_spf.google.com _spf.salesforce.com mail.zendesk.com spf.mandrillapp.com spf1.mcsv.net stspg-customer.com,True,False,False,True,True,True
tenant,cnn.com,present,reject,reject,,100,r,r,True,True,True,%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email cnn.com._nspf.vali.email mail.zendesk.com,False,False,False,True,True,True
tenant,co.uk,absent,no DMARC,,,100,r,r,False,False,False,,True,False,False,False,False,False
tenant,com.au,absent,no DMARC,,,100,r,r,False,False,False,,True,False,False,False,False,False
tenant,contractvault.com,absent,no DMARC,,,100,r,r,False,False,False,,False,False,False,False,False,False
tenant,cool.com,absent,no DMARC,,,100,r,r,False,False,True,spf.mail.qq.com,False,False,False,False,False,False
tenant,couchmvp.com,absent,no DMARC,,,100,r,r,False,False,True,zohomail.eu,True,False,False,False,False,False
tenant,d4v3.wtf,absent,no DMARC,,,100,r,r,False,False,True,,False,False,False,False,False,False
